317,79,450,73,451,102,318,108
164,85,301,81,301,109,165,114
96,92,151,88,153,114,97,118
278,128,297,128,297,141,278,141
224,129,274,129,274,142,224,142
371,141,509,138,509,163,372,166
242,145,365,142,365,166,242,169
87,151,237,147,237,168,88,172
52,152,84,152,84,172,52,172
344,176,436,176,436,190,344,190
280,177,302,177,302,192,280,192
308,177,337,177,337,192,308,192
206,178,234,178,234,193,206,193
240,178,274,178,274,192,240,192
102,180,177,180,177,194,102,194
181,180,202,180,202,193,181,193
276,200,333,200,333,214,276,214
338,200,376,200,376,214,338,214
382,199,449,199,449,214,382,214
90,201,157,201,157,216,90,216
162,201,200,201,200,216,162,216
205,201,224,201,224,214,205,214
229,201,270,201,270,214,229,214
106,222,144,222,144,237,106,237
148,222,210,222,210,237,148,237
214,222,258,222,258,237,214,237
264,222,317,222,317,237,264,237
324,221,428,223,427,239,323,237
152,246,160,246,160,257,152,257
166,245,216,245,216,260,166,260
221,245,250,245,250,260,221,260
256,245,288,245,288,260,256,260
294,245,373,245,373,261,294,261
209,281,281,281,281,296,209,296
285,284,304,284,304,297,285,297
37,296,73,296,73,316,37,316
69,294,171,298,170,322,68,318
174,300,238,300,238,324,174,324
244,304,302,304,302,328,244,328
308,303,410,306,409,332,307,329
413,308,518,308,518,334,413,334
208,332,237,332,237,345,208,345
241,333,264,333,264,348,241,348
268,334,304,334,304,349,268,349
