148,40,171,40,171,51,148,51
174,37,251,42,250,56,173,51
252,43,306,37,308,51,253,56
307,40,323,40,323,51,307,51
369,40,419,40,419,52,369,52
424,40,448,40,448,51,424,51
451,40,505,40,505,51,451,51
323,41,363,41,363,51,323,51
64,57,97,57,97,70,64,70
99,56,158,56,158,70,99,70
160,56,248,56,248,70,160,70
451,57,475,57,475,70,451,70
574,57,600,57,600,70,574,70
254,59,275,59,275,70,254,70
275,59,297,59,297,70,275,70
296,58,322,60,321,71,295,68
323,56,380,60,379,74,322,70
380,59,419,59,419,70,380,70
419,59,433,59,433,70,419,70
433,59,451,59,451,70,433,70
475,59,508,59,508,70,475,70
520,59,572,59,572,70,520,70
508,60,520,60,520,72,508,72
48,138,625,140,625,245,47,242
216,299,452,299,452,392,216,392
230,443,436,443,436,537,230,537
126,592,547,592,547,697,126,697
123,752,542,752,542,859,123,859
180,918,414,918,414,966,180,966
25,920,171,920,171,966,25,966
428,920,638,920,638,966,428,966
