49,36,441,33,442,142,50,145
742,46,774,46,774,58,742,58
726,58,790,58,790,70,726,70
714,72,798,72,798,92,714,92
746,96,766,96,766,106,746,106
714,106,798,109,797,130,713,127
1070,136,1178,136,1178,206,1070,206
1018,142,1082,142,1082,166,1018,166
816,148,844,148,844,158,816,158
54,147,436,150,435,238,53,235
716,160,738,160,738,172,716,172
742,160,778,160,778,172,742,172
810,170,828,170,828,180,810,180
828,170,854,170,854,180,828,180
1042,178,1070,178,1070,198,1042,198
820,190,848,190,848,202,820,202
1100,200,1142,200,1142,220,1100,220
794,212,818,212,818,224,794,224
820,212,840,212,840,222,820,222
1028,210,1198,210,1198,286,1028,286
788,232,816,232,816,242,788,242
816,232,846,232,846,242,816,242
48,282,122,282,122,310,48,310
128,282,176,282,176,310,128,310
180,282,268,282,268,310,180,310
274,282,306,282,306,310,274,310
380,284,440,284,440,310,380,310
308,286,374,286,374,314,308,314
728,320,764,320,764,330,728,330
770,322,806,322,806,330,770,330
682,324,702,324,702,330,682,330
