29,11,118,18,116,43,28,36
160,16,194,16,194,37,160,37
243,14,331,17,330,40,242,37
399,15,458,16,458,37,399,37
200,17,237,17,237,37,200,37
336,17,394,17,394,37,336,37
552,17,609,17,609,37,552,37
614,17,646,17,646,37,614,37
121,18,156,18,156,38,121,38
462,18,498,18,498,37,462,37
503,17,549,23,547,44,500,38
5,46,45,46,45,68,5,68
298,46,338,46,338,68,298,68
596,46,645,46,645,68,596,68
49,47,99,50,98,70,48,67
102,45,184,49,183,72,101,68
186,48,269,48,269,69,186,69
341,48,392,48,392,68,341,68
394,48,440,48,440,70,394,70
442,48,462,48,462,68,442,68
510,48,545,48,545,69,510,69
548,47,594,49,593,70,547,67
273,50,296,50,296,68,273,68
466,52,508,52,508,69,466,69
