133,43,567,55,566,107,132,95
227,219,613,216,614,320,227,323
231,333,610,335,609,418,231,416
223,462,296,462,296,489,223,489
301,462,349,462,349,489,301,489
353,462,442,462,442,489,353,489
446,463,479,463,479,489,446,489
555,463,615,463,615,493,555,493
482,466,548,466,548,493,482,493
312,508,392,508,392,538,312,538
396,508,427,508,427,533,396,533
433,508,516,508,516,535,433,535
522,506,624,509,623,538,521,535
223,512,283,512,283,535,223,535
289,513,307,513,307,535,289,535
223,575,385,575,385,603,223,603
67,860,143,860,143,877,67,877
