32,17,122,27,119,51,30,41
124,28,160,28,160,48,124,48
164,28,197,28,197,49,164,49
203,28,241,32,239,52,200,49
246,27,335,35,333,59,244,51
338,35,398,37,397,59,337,56
402,40,460,40,460,61,402,61
465,44,501,44,501,62,465,62
506,43,551,50,548,72,502,65
553,44,611,48,610,69,552,66
617,49,649,49,649,70,617,70
8,50,47,52,46,73,7,71
50,52,101,55,99,76,49,73
104,51,187,60,184,85,102,75
188,59,271,62,270,84,187,81
300,65,340,65,340,86,300,86
274,66,297,66,297,85,274,85
343,65,394,68,393,89,342,87
397,70,440,70,440,94,397,94
444,72,464,72,464,92,444,92
512,74,545,74,545,96,512,96
549,75,595,77,594,99,548,97
468,77,508,77,508,94,468,94
597,77,647,80,646,101,596,99
