416,281,582,281,582,311,416,311
606,286,658,286,658,314,606,314
416,360,438,360,438,380,416,380
462,360,532,360,532,380,462,380
536,360,576,360,576,380,536,380
580,362,678,362,678,382,580,382
480,396,540,396,540,416,480,416
542,396,574,396,574,414,542,414
580,396,626,396,626,416,580,416
628,398,688,398,688,416,628,416
414,448,436,448,436,468,414,468
460,448,524,448,524,468,460,468
526,448,626,448,626,470,526,470
476,484,538,484,538,504,476,504
540,484,602,484,602,504,540,504
608,486,670,486,670,506,608,506
676,486,708,486,708,506,676,506
710,486,758,486,758,506,710,506
762,486,824,486,824,508,762,508
458,536,534,536,534,558,458,558
410,538,430,538,430,558,410,558
536,538,636,538,636,558,536,558
474,574,518,574,518,592,474,592
522,574,588,574,588,594,522,594
588,574,618,574,618,594,588,594
622,576,684,576,684,594,622,594
688,576,778,576,778,596,688,596
408,628,430,628,430,648,408,648
456,627,680,627,680,649,456,649
684,630,786,630,786,652,684,652
474,664,536,664,536,686,474,686
538,666,580,666,580,686,538,686
588,666,632,666,632,686,588,686
636,666,684,666,684,686,636,686
694,668,730,668,730,686,694,686
732,668,780,668,780,686,732,686
780,668,806,668,806,686,780,686
806,670,866,670,866,688,806,688
870,670,908,670,908,688,870,688
910,670,942,670,942,688,910,688
944,670,1002,670,1002,688,944,688
406,718,428,718,428,740,406,740
454,717,556,720,555,742,453,740
562,720,664,720,664,742,562,742
472,758,540,758,540,778,472,778
544,758,606,758,606,778,544,778
610,758,658,758,658,780,610,780
664,760,712,760,712,780,664,780
714,760,746,760,746,780,714,780
