525,187,577,181,579,198,527,204
492,193,528,187,530,203,494,209
431,200,480,194,482,210,433,217
381,207,423,202,425,218,382,222
603,303,622,303,622,317,603,317
586,321,643,319,643,335,586,338
587,339,666,334,668,351,588,357
564,340,585,340,585,357,564,357
623,354,665,354,665,370,623,370
568,358,589,358,589,375,568,375
592,358,622,358,622,373,592,373
655,372,680,372,680,385,655,385
585,376,655,372,656,386,586,391
558,378,585,378,585,390,558,390
638,388,681,388,681,403,638,403
559,393,637,391,637,407,559,409
611,409,667,407,667,422,612,425
577,410,607,410,607,425,577,425
652,480,668,480,668,494,652,494
585,482,650,482,650,497,585,497
586,495,643,495,643,510,586,510
644,495,670,495,670,510,644,510
655,510,686,510,686,525,655,525
574,512,631,512,631,527,574,527
634,512,653,512,653,525,634,525
617,527,695,527,695,542,617,542
568,528,614,528,614,543,568,543
593,544,690,542,691,558,594,560
576,544,592,544,592,558,576,558
603,561,664,561,664,574,603,574
