299,15,341,23,339,35,297,28
310,33,334,36,333,46,309,43
301,42,345,47,341,74,297,68
185,56,224,69,219,83,180,70
169,67,295,100,286,135,159,101
229,71,264,79,262,92,226,84
269,80,320,84,319,97,268,93
293,99,379,93,381,125,295,131
385,92,478,116,469,149,377,124
340,121,427,133,425,148,338,136
434,139,465,148,461,162,430,152
222,157,254,157,254,182,222,182
258,161,301,161,301,186,258,186
304,162,351,168,348,194,301,188
352,170,376,170,376,194,352,194
378,174,400,174,400,197,378,197
402,177,425,177,425,201,402,201
224,198,250,198,250,217,224,217
268,198,322,204,319,230,265,224
325,204,377,207,375,233,324,231
269,236,354,244,351,270,267,262
365,252,390,252,390,266,365,266
291,276,389,283,387,310,289,303
258,280,285,280,285,298,258,298
274,316,349,320,347,346,273,343
378,329,404,329,404,346,378,346
280,360,308,360,308,378,280,378
308,357,416,363,414,390,306,384
276,396,354,400,353,428,274,425
372,408,398,408,398,425,372,425
260,440,294,440,294,468,260,468
222,442,253,442,253,462,222,462
301,442,326,442,326,469,301,469
333,442,410,442,410,470,333,470
280,484,381,484,381,514,280,514
389,490,416,490,416,509,389,509
278,526,369,526,369,558,278,558
237,532,269,532,269,552,237,552
274,568,372,564,374,596,276,600
374,566,397,566,397,594,374,594
245,574,277,574,277,594,245,594
